GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID
CCND1,trichostatin A,Homo sapiens,trichostatin A results in decreased expression of CCND1 protein,decreases^expression,15179185|17431121|23770000,C012589
CCND1,trichostatin A,Homo sapiens,trichostatin A results in increased expression of CCND1 mRNA,increases^expression,24935251|26272509,C012589
CCND1,Triclosan,Homo sapiens,ESR1 mutant form inhibits the reaction [Triclosan results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,24684733,D014260
CCND1,Triclosan,Homo sapiens,Fulvestrant inhibits the reaction [Triclosan results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,24684733|24835555,D014260
CCND1,Triclosan,Homo sapiens,Triclosan results in decreased expression of CCND1 mRNA,decreases^expression,30510588,D014260
CCND1,Triclosan,Homo sapiens,Triclosan results in increased expression of CCND1 mRNA,increases^expression,24684733|24835555,D014260
CCND1,Triclosan,Homo sapiens,Triclosan results in increased expression of CCND1 protein,increases^expression,24684733|24835555,D014260
CCND1,Triiodothyronine,Homo sapiens,Triiodothyronine results in increased expression of CCND1 protein,increases^expression,16021636,D014284
CCND1,triptolide,Homo sapiens,triptolide results in decreased expression of CCND1 protein,decreases^expression,12533674,C001899
CCND1,"tris(1,3-dichloro-2-propyl)phosphate",Homo sapiens,"tris(1,3-dichloro-2-propyl)phosphate results in decreased expression of CCND1 mRNA",decreases^expression,26179874,C016805
CCND1,Troglitazone,Homo sapiens,GSK3B protein affects the susceptibility to [Troglitazone results in decreased expression of CCND1 protein],affects^response to substance|decreases^expression,20540935,D000077288
CCND1,Troglitazone,Homo sapiens,"[N-(4-methoxybenzyl)-N'-(5-nitro-1,3-thiazol-2-yl)urea results in decreased activity of GSK3B protein] results in increased susceptibility to [Troglitazone results in decreased expression of CCND1 protein]",decreases^activity|decreases^expression|increases^response to substance,20540935,D000077288
CCND1,Troglitazone,Homo sapiens,Troglitazone results in decreased expression of CCND1 mRNA,decreases^expression,12680223|17143939|22684020,D000077288
CCND1,Troglitazone,Homo sapiens,Troglitazone results in decreased expression of CCND1 protein,decreases^expression,12595159|12680223|17143939|17409431|18162602|20540935|22750490,D000077288
CCND1,Troglitazone,Homo sapiens,Troglitazone results in increased degradation of CCND1 protein,increases^degradation,17409431,D000077288
CCND1,Troglitazone,Homo sapiens,Troglitazone results in increased expression of CCND1 mRNA,increases^expression,19022234,D000077288
CCND1,Troglitazone,Homo sapiens,Troglitazone results in increased expression of CCND1 protein,increases^expression,11834241,D000077288
CCND1,troxerutin,Homo sapiens,troxerutin results in decreased expression of CCND1 protein,decreases^expression,30389603,C005865
CCND1,tryptanthrine,Homo sapiens,tryptanthrine results in decreased expression of CCND1 protein,decreases^expression,23500671,C046243
CCND1,tubocapsenolide A,Homo sapiens,tubocapsenolide A results in decreased expression of CCND1 protein,decreases^expression,35024182,C000721052
CCND1,tubocapsenolide A,Homo sapiens,tubocapsenolide A results in increased degradation of CCND1 protein,increases^degradation,18442981,C000721052
CCND1,Tunicamycin,Homo sapiens,Tunicamycin results in decreased expression of CCND1 mRNA,decreases^expression,22378314|29453283,D014415
CCND1,tylophorine,Homo sapiens,tylophorine analog results in increased expression of CCND1 protein,increases^expression,19284764,C004218
CCND1,U 0126,Homo sapiens,"[2-(1H-indazol-4-yl)-6-(4-methanesulfonylpiperazin-1-ylmethyl)-4-morpholin-4-ylthieno(3,2-d)pyrimidine co-treated with U 0126] results in decreased expression of CCND1 protein",affects^cotreatment|decreases^expression,22101421,C113580
CCND1,U 0126,Homo sapiens,U 0126 affects the reaction [CXCL8 protein affects the reaction [[sodium arsenite results in increased abundance of Arsenic] which affects the expression of CCND1 protein]],affects^expression|affects^reaction|increases^abundance,33396024,C113580
CCND1,U 0126,Homo sapiens,U 0126 affects the reaction [[sodium arsenite results in increased abundance of Arsenic] which affects the expression of CCND1 protein],affects^expression|affects^reaction|increases^abundance,33396024,C113580
CCND1,U 0126,Homo sapiens,U 0126 inhibits the reaction [arsenite results in increased expression of CCND1 protein],decreases^reaction|increases^expression,21040761,C113580
CCND1,U 0126,Homo sapiens,U 0126 inhibits the reaction [ERBB2 protein affects the reaction [sodium arsenite results in increased expression of CCND1 protein]],affects^reaction|decreases^reaction|increases^expression,32890875,C113580
CCND1,U 0126,Homo sapiens,U 0126 inhibits the reaction [Estradiol results in increased expression of CCND1 protein],decreases^reaction|increases^expression,29890199,C113580
CCND1,U 0126,Homo sapiens,U 0126 inhibits the reaction [Glyphosate results in increased expression of CCND1 protein],decreases^reaction|increases^expression,29890199,C113580
CCND1,U 0126,Homo sapiens,"U 0126 inhibits the reaction [indeno(1,2,3-cd)pyrene results in increased expression of CCND1 protein]",decreases^reaction|increases^expression,35687267,C113580
CCND1,U 0126,Homo sapiens,U 0126 inhibits the reaction [Nicotine results in increased expression of CCND1 protein],decreases^reaction|increases^expression,18448488,C113580
CCND1,U 0126,Homo sapiens,U 0126 inhibits the reaction [sodium arsenite results in increased expression of CCND1 protein],decreases^reaction|increases^expression,29528074,C113580
CCND1,U 0126,Homo sapiens,U 0126 inhibits the reaction [Taurocholic Acid results in increased expression of CCND1 protein],decreases^reaction|increases^expression,18512153,C113580
CCND1,U 0126,Homo sapiens,U 0126 results in decreased expression of and results in decreased activity of CCND1 protein,decreases^activity|decreases^expression,15930308,C113580
CCND1,U 0126,Homo sapiens,U 0126 results in decreased expression of CCND1,decreases^expression,15547725,C113580
CCND1,U 0126,Homo sapiens,U 0126 results in decreased expression of CCND1 protein,decreases^expression,14757120|20204298|22101421,C113580
CCND1,U 0126,Homo sapiens,[U 0126 results in decreased phosphorylation of and results in decreased activity of MAPK1 protein] which results in decreased expression of CCND1 protein,decreases^activity|decreases^expression|decreases^phosphorylation,19661225,C113580
CCND1,U 0126,Homo sapiens,[U 0126 results in decreased phosphorylation of and results in decreased activity of MAPK3 protein] which results in decreased expression of CCND1 protein,decreases^activity|decreases^expression|decreases^phosphorylation,19661225,C113580
CCND1,UF010 compound,Homo sapiens,UF010 compound results in decreased activity of CCND1 protein,decreases^activity,25699604,C000602704
CCND1,Urea,Homo sapiens,Urea analog results in decreased activity of [CCND1 protein binds to CDK4 protein],affects^binding|decreases^activity,10403840,D014508
CCND1,Urethane,Homo sapiens,HRAS protein promotes the reaction [Urethane results in increased expression of CCND1 protein],increases^expression|increases^reaction,11307925,D014520
CCND1,Ursodeoxycholic Acid,Homo sapiens,Ursodeoxycholic Acid results in decreased expression of CCND1 protein,decreases^expression,17461466,D014580
CCND1,Ursolic Acid,Homo sapiens,[Ursolic Acid co-treated with 2-Methoxyestradiol] results in decreased expression of CCND1 mRNA,affects^cotreatment|decreases^expression,38044485,D000097245
CCND1,Ursolic Acid,Homo sapiens,Ursolic Acid results in decreased expression of CCND1 mRNA,decreases^expression,24566423|38044485,D000097245
CCND1,Ursolic Acid,Homo sapiens,Ursolic Acid results in decreased expression of CCND1 protein,decreases^expression,24566423|24802810,D000097245
CCND1,usnic acid,Homo sapiens,usnic acid results in decreased expression of CCND1 protein,decreases^expression,27369375,C073339
CCND1,Valproic Acid,Homo sapiens,[Cisplatin co-treated with Pemetrexed co-treated with Valproic Acid] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,19351772,D014635
CCND1,Valproic Acid,Homo sapiens,Valproic Acid results in decreased expression of CCND1 mRNA,decreases^expression,25716160|29154799,D014635
CCND1,Valproic Acid,Homo sapiens,Valproic Acid results in increased expression of CCND1 mRNA,increases^expression,19101580,D014635
CCND1,Valproic Acid,Homo sapiens,Valproic Acid results in increased methylation of CCND1 gene,increases^methylation,28853863|29201983,D014635
CCND1,Vemurafenib,Homo sapiens,CCND1 protein inhibits the reaction [BRAF protein mutant form results in increased susceptibility to Vemurafenib],decreases^reaction|increases^response to substance,26978007,D000077484
CCND1,Vemurafenib,Homo sapiens,Vemurafenib results in decreased expression of CCND1 protein,decreases^expression,27087167,D000077484
CCND1,Vitallium,Homo sapiens,[Vitallium analog binds to titanium dioxide] which results in decreased expression of CCND1 mRNA,affects^binding|decreases^expression,23825117,D014800
CCND1,Vitallium,Homo sapiens,Vitallium analog results in decreased expression of CCND1 mRNA,decreases^expression,23825117,D014800
CCND1,Vitamin A,Homo sapiens,Vitamin A results in decreased expression of CCND1 mRNA,decreases^expression,17219422|17234770,D014801
CCND1,Vitamin E,Homo sapiens,Vitamin E inhibits the reaction [Curcumin results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction,30935902,D014810
CCND1,Vitamin E,Homo sapiens,Vitamin E results in increased expression of CCND1 mRNA,increases^expression,19244175,D014810
CCND1,Vitamin K 3,Homo sapiens,Vitamin K 3 affects the expression of CCND1 mRNA,affects^expression,20044591,D024483
CCND1,Vitamin K 3,Homo sapiens,Vitamin K 3 results in decreased expression of CCND1 protein,decreases^expression,31238027,D024483
CCND1,Vorinostat,Homo sapiens,[17-(dimethylaminoethylamino)-17-demethoxygeldanamycin co-treated with Vorinostat] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,19440035,D000077337
CCND1,Vorinostat,Homo sapiens,Acetylcysteine inhibits the reaction [[Vorinostat co-treated with Butyrates] results in decreased expression of CCND1 protein],affects^cotreatment|decreases^expression|decreases^reaction,15173093,D000077337
CCND1,Vorinostat,Homo sapiens,Boc-D-FMK inhibits the reaction [[Bortezomib co-treated with Vorinostat] results in decreased expression of CCND1 protein],affects^cotreatment|decreases^expression|decreases^reaction,15173093,D000077337
CCND1,Vorinostat,Homo sapiens,[Bortezomib co-treated with Vorinostat] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,12893773|15173093,D000077337
CCND1,Vorinostat,Homo sapiens,[[Bortezomib co-treated with Vorinostat] results in increased abundance of Reactive Oxygen Species] which results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression|increases^abundance,15173093,D000077337
CCND1,Vorinostat,Homo sapiens,[Cisplatin co-treated with Pemetrexed co-treated with Vorinostat] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,19351772,D000077337
CCND1,Vorinostat,Homo sapiens,[Decitabine co-treated with Vorinostat] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,17417771,D000077337
CCND1,Vorinostat,Homo sapiens,TNFSF10 protein promotes the reaction [Vorinostat results in decreased expression of CCND1 protein],decreases^expression|increases^reaction,19509267,D000077337
CCND1,Vorinostat,Homo sapiens,Vorinostat inhibits the reaction [TNF protein results in increased expression of CCND1 protein],decreases^reaction|increases^expression,16377638,D000077337
CCND1,Vorinostat,Homo sapiens,Vorinostat results in decreased expression of CCND1 mRNA,decreases^expression,17218635|27188386,D000077337
CCND1,Vorinostat,Homo sapiens,Vorinostat results in decreased expression of CCND1 protein,decreases^expression,12893773|17218635|17417771|17431121|19509267,D000077337
CCND1,warangalone,Homo sapiens,warangalone analog results in decreased expression of CCND1 protein,decreases^expression,31054290,C105205
CCND1,withaferin A,Homo sapiens,withaferin A inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,20438634,C009684
CCND1,wogonin,Homo sapiens,wogonin results in decreased expression of CCND1 protein,decreases^expression,21457722|23872260,C085514
CCND1,wogonoside,Homo sapiens,STAT3 inhibits the reaction [wogonoside results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction,27941168,C473995
CCND1,wogonoside,Homo sapiens,wogonoside results in decreased expression of CCND1 protein,decreases^expression,27941168,C473995
CCND1,Wortmannin,Homo sapiens,Wortmannin inhibits the reaction [4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,28321046,D000077191
CCND1,Wortmannin,Homo sapiens,"Wortmannin inhibits the reaction [7,8-Dihydro-7,8-dihydroxybenzo(a)pyrene 9,10-oxide results in increased expression of CCND1 protein]",decreases^reaction|increases^expression,19801633,D000077191
CCND1,Wortmannin,Homo sapiens,Wortmannin inhibits the reaction [tetrachlorodian results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,36190352,D000077191
CCND1,Wortmannin,Homo sapiens,Wortmannin inhibits the reaction [tetrachlorodian results in increased expression of CCND1 protein],decreases^reaction|increases^expression,33582643,D000077191
