GeneSymbol,ChemicalName,Organism,Interaction,InteractionActions,PubMedIDs,ChemicalID
CCND1,sodium arsenite,Homo sapiens,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of CCND1 mRNA,increases^abundance|increases^expression,36504884,C017947
CCND1,sodium arsenite,Homo sapiens,[sodium arsenite results in increased abundance of Arsenic] which results in increased expression of CCND1 protein,increases^abundance|increases^expression,36504884,C017947
CCND1,sodium arsenite,Homo sapiens,[[sodium arsenite results in increased abundance of arsenite] which co-treated with HBEGF protein] results in increased expression of CCND1 mRNA,affects^cotreatment|increases^abundance|increases^expression,31616959,C017947
CCND1,sodium arsenite,Homo sapiens,[[sodium arsenite results in increased abundance of arsenite] which co-treated with HBEGF protein] results in increased expression of CCND1 protein,affects^cotreatment|increases^abundance|increases^expression,31616959,C017947
CCND1,sodium arsenite,Homo sapiens,sodium arsenite results in increased expression of CCND1 mRNA,increases^expression,17005224|19168569|20420878|21820459|30090515|30664189|31120745,C017947
CCND1,sodium arsenite,Homo sapiens,sodium arsenite results in increased expression of CCND1 protein,increases^expression,17005224|17370311|19168569|20420878|21726611|23562784|26878773|27932253|29528074|30090515|30664189|32890875|33781819,C017947
CCND1,sodium arsenite,Homo sapiens,STAT3 protein promotes the reaction [sodium arsenite results in increased expression of CCND1 mRNA],increases^expression|increases^reaction,28444938,C017947
CCND1,sodium arsenite,Homo sapiens,STAT3 protein promotes the reaction [sodium arsenite results in increased expression of CCND1 protein],increases^expression|increases^reaction,28444938,C017947
CCND1,sodium arsenite,Homo sapiens,stattic affects the reaction [[sodium arsenite results in increased abundance of Arsenic] which affects the expression of CCND1 protein],affects^expression|affects^reaction|increases^abundance,33396024,C017947
CCND1,sodium arsenite,Homo sapiens,U 0126 affects the reaction [CXCL8 protein affects the reaction [[sodium arsenite results in increased abundance of Arsenic] which affects the expression of CCND1 protein]],affects^expression|affects^reaction|increases^abundance,33396024,C017947
CCND1,sodium arsenite,Homo sapiens,U 0126 affects the reaction [[sodium arsenite results in increased abundance of Arsenic] which affects the expression of CCND1 protein],affects^expression|affects^reaction|increases^abundance,33396024,C017947
CCND1,sodium arsenite,Homo sapiens,U 0126 inhibits the reaction [ERBB2 protein affects the reaction [sodium arsenite results in increased expression of CCND1 protein]],affects^reaction|decreases^reaction|increases^expression,32890875,C017947
CCND1,sodium arsenite,Homo sapiens,U 0126 inhibits the reaction [sodium arsenite results in increased expression of CCND1 protein],decreases^reaction|increases^expression,29528074,C017947
CCND1,Sodium Fluoride,Homo sapiens,MIRLET7C inhibits the reaction [Sodium Fluoride results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,33982124,D012969
CCND1,Sodium Fluoride,Homo sapiens,MIRLET7C inhibits the reaction [Sodium Fluoride results in increased expression of CCND1 protein],decreases^reaction|increases^expression,33982124,D012969
CCND1,Sodium Fluoride,Homo sapiens,Sodium Fluoride promotes the reaction [CTNNB1 protein binds to CCND1 promoter],affects^binding|increases^reaction,33982124,D012969
CCND1,Sodium Fluoride,Homo sapiens,Sodium Fluoride results in increased expression of CCND1 mRNA,increases^expression,31669217|33982124,D012969
CCND1,Sodium Fluoride,Homo sapiens,Sodium Fluoride results in increased expression of CCND1 protein,increases^expression,31669217|33982124,D012969
CCND1,Sodium Selenite,Homo sapiens,Sodium Selenite results in increased expression of CCND1 mRNA,increases^expression,16705456,D018038
CCND1,Sorafenib,Homo sapiens,Arsenic Trioxide promotes the reaction [Sorafenib results in decreased expression of CCND1 protein],decreases^expression|increases^reaction,25416439,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib analog results in decreased expression of CCND1 protein,decreases^expression,21531053,D000077157
CCND1,Sorafenib,Homo sapiens,[Sorafenib co-treated with Letrozole] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,20054642,D000077157
CCND1,Sorafenib,Homo sapiens,[Sorafenib co-treated with rottlerin] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,16959960,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib inhibits the reaction [Acids results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,18512153,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib inhibits the reaction [Acids results in increased expression of CCND1 protein],decreases^reaction|increases^expression,18512153|18840136,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib inhibits the reaction [Taurocholic Acid results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,18512153,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib inhibits the reaction [Taurocholic Acid results in increased expression of CCND1 protein],decreases^reaction|increases^expression,18512153|18840136,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib promotes the reaction [Arsenic Trioxide results in decreased expression of CCND1 protein],decreases^expression|increases^reaction,25416439,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib results in decreased expression of CCND1 mRNA,decreases^expression,19001435,D000077157
CCND1,Sorafenib,Homo sapiens,Sorafenib results in decreased expression of CCND1 protein,decreases^expression,16959960|17178882|17909054|19001435|19633425|19878585|25416439,D000077157
CCND1,spectaline,Homo sapiens,[cassine co-treated with spectaline] results in decreased expression of CCND1 mRNA,affects^cotreatment|decreases^expression,26616281,C480880
CCND1,Spiro Compounds,Homo sapiens,Spiro Compounds analog results in decreased expression of CCND1 protein,decreases^expression,25320076,D013141
CCND1,spiromesifen,Homo sapiens,spiromesifen results in decreased expression of CCND1 mRNA,decreases^expression,36464354,C521569
CCND1,stattic,Homo sapiens,stattic affects the reaction [[sodium arsenite results in increased abundance of Arsenic] which affects the expression of CCND1 protein],affects^expression|affects^reaction|increases^abundance,33396024,C517409
CCND1,sulforaphane,Homo sapiens,sulforaphane results in increased expression of CCND1 mRNA,increases^expression,31838189,C016766
CCND1,Sulindac,Homo sapiens,CTNNB1 protein affects the reaction [Sulindac results in decreased expression of CCND1 protein],affects^reaction|decreases^expression,18291362,D013467
CCND1,Sulindac,Homo sapiens,Sulindac inhibits the reaction [TNF protein results in increased expression of CCND1 protein],decreases^reaction|increases^expression,15489888,D013467
CCND1,Sulindac,Homo sapiens,Sulindac results in decreased expression of CCND1 protein,decreases^expression,11504793|11593435|17292881|18291362,D013467
CCND1,sulindac sulfide,Homo sapiens,sulindac sulfide inhibits the reaction [CTNNB1 protein results in increased expression of CCND1 protein],decreases^reaction|increases^expression,14710233,C025462
CCND1,sulindac sulfide,Homo sapiens,sulindac sulfide results in decreased expression of CCND1 mRNA,decreases^expression,15767558,C025462
CCND1,sulindac sulfide,Homo sapiens,sulindac sulfide results in decreased expression of CCND1 protein,decreases^expression,15188006,C025462
CCND1,sulindac sulfone,Homo sapiens,sulindac sulfone results in decreased expression of CCND1 mRNA,decreases^expression,12392815,C025463
CCND1,sulindac sulfone,Homo sapiens,sulindac sulfone results in decreased expression of CCND1 protein,decreases^expression,12392815|15188006,C025463
CCND1,sulphoraphene,Homo sapiens,sulphoraphene results in decreased expression of CCND1 protein,decreases^expression,28346727,C473643
CCND1,syringic acid,Homo sapiens,syringic acid results in decreased expression of CCND1 mRNA,decreases^expression,33759321,C001945
CCND1,syringin,Homo sapiens,syringin results in increased expression of CCND1 protein,increases^expression,35580997,C028305
CCND1,"tablysin-15, Tabanus yao",Homo sapiens,"tablysin-15, Tabanus yao results in decreased expression of CCND1 protein",decreases^expression,30660566,C561917
CCND1,talazoparib,Homo sapiens,talazoparib affects the expression of CCND1 mRNA,affects^expression,30672063,C586365
CCND1,tamibarotene,Homo sapiens,tamibarotene results in increased expression of CCND1 mRNA,increases^expression,15498508,C061133
CCND1,Tamoxifen,Homo sapiens,bisphenol A inhibits the reaction [Tamoxifen results in decreased expression of CCND1 mRNA],decreases^expression|decreases^reaction,30467747,D013629
CCND1,Tamoxifen,Homo sapiens,BRCA1 protein affects the reaction [Tamoxifen promotes the reaction [NCOR2 protein binds to CCND1 promoter]],affects^binding|affects^reaction|increases^reaction,18997820,D013629
CCND1,Tamoxifen,Homo sapiens,BRCA1 protein affects the reaction [Tamoxifen results in decreased expression of CCND1 mRNA],affects^reaction|decreases^expression,18997820,D013629
CCND1,Tamoxifen,Homo sapiens,CXCL12 protein promotes the reaction [Tamoxifen promotes the reaction [ESR2 protein binds to CCND1 promoter]],affects^binding|increases^reaction,19584281,D013629
CCND1,Tamoxifen,Homo sapiens,[selenomethylselenocysteine co-treated with Tamoxifen] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,18855134,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen affects the expression of CCND1 mRNA,affects^expression,14699072,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen affects the reaction [Quercetin affects the expression of CCND1 mRNA],affects^expression|affects^reaction,32530119,D013629
CCND1,Tamoxifen,Homo sapiens,[Tamoxifen co-treated with ESR2 protein] results in decreased expression of CCND1 mRNA,affects^cotreatment|decreases^expression,19059307,D013629
CCND1,Tamoxifen,Homo sapiens,[Tamoxifen co-treated with naringenin] results in decreased expression of CCND1 mRNA,affects^cotreatment|decreases^expression,30153467,D013629
CCND1,Tamoxifen,Homo sapiens,[Tamoxifen co-treated with tipifarnib] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,17876043,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen inhibits the reaction [[Estradiol co-treated with EGF protein] results in increased expression of CCND1 mRNA],affects^cotreatment|decreases^reaction|increases^expression,24758408,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen inhibits the reaction [Estradiol results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,24758408,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen inhibits the reaction [Estradiol results in increased expression of CCND1 protein],decreases^reaction|increases^expression,20208560,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen inhibits the reaction [FGF2 protein results in increased expression of CCND1 protein],decreases^reaction|increases^expression,20179196,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen inhibits the reaction [TNF protein results in increased expression of CCND1 protein],decreases^reaction|increases^expression,15489888,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen promotes the reaction [AG 1879 results in decreased expression of CCND1 protein],decreases^expression|increases^reaction,17186241,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen promotes the reaction [ESR2 protein binds to CCND1 promoter],affects^binding|increases^reaction,19584281,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen promotes the reaction [NCOR2 protein binds to CCND1 promoter],affects^binding|increases^reaction,18997820,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen results in decreased expression of CCND1 mRNA,decreases^expression,16202921|18997820|20543978|30153467|30467747|32530119|34821461,D013629
CCND1,Tamoxifen,Homo sapiens,Tamoxifen results in decreased expression of CCND1 protein,decreases^expression,20215421,D013629
CCND1,tanespimycin,Homo sapiens,[Sirolimus co-treated with tanespimycin] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,17121904,C112765
CCND1,tanespimycin,Homo sapiens,tanespimycin results in decreased expression of CCND1 protein,decreases^expression,17121904|17157164,C112765
CCND1,tanshinone,Homo sapiens,tanshinone inhibits the reaction [Particulate Matter results in increased expression of CCND1 protein],decreases^reaction|increases^expression,35304817,C021751
CCND1,Taurocholic Acid,Homo sapiens,Sorafenib inhibits the reaction [Taurocholic Acid results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,18512153,D013656
CCND1,Taurocholic Acid,Homo sapiens,Sorafenib inhibits the reaction [Taurocholic Acid results in increased expression of CCND1 protein],decreases^reaction|increases^expression,18512153|18840136,D013656
CCND1,Taurocholic Acid,Homo sapiens,Taurocholic Acid results in increased expression of CCND1 mRNA,increases^expression,18512153,D013656
CCND1,Taurocholic Acid,Homo sapiens,Taurocholic Acid results in increased expression of CCND1 protein,increases^expression,18512153|18840136,D013656
CCND1,Taurocholic Acid,Homo sapiens,U 0126 inhibits the reaction [Taurocholic Acid results in increased expression of CCND1 protein],decreases^reaction|increases^expression,18512153,D013656
CCND1,Temozolomide,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Temozolomide results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,31758290,D000077204
CCND1,Temozolomide,Homo sapiens,CCND1 mRNA affects the susceptibility to Temozolomide,affects^response to substance,16365179,D000077204
CCND1,Temozolomide,Homo sapiens,[Temozolomide co-treated with Resveratrol] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,23522185,D000077204
CCND1,Temozolomide,Homo sapiens,Temozolomide results in decreased expression of CCND1 mRNA,decreases^expression,31758290,D000077204
CCND1,Temozolomide,Homo sapiens,Temozolomide results in decreased phosphorylation of CCND1 protein,decreases^phosphorylation,15930307,D000077204
CCND1,Temozolomide,Homo sapiens,Temozolomide results in increased expression of CCND1 mRNA,increases^expression,31758290,D000077204
CCND1,tempol,Homo sapiens,tempol results in decreased expression of CCND1 protein,decreases^expression,26177467,C001803
CCND1,temsirolimus,Homo sapiens,temsirolimus results in decreased expression of CCND1 protein,decreases^expression,16954435,C401859
CCND1,Testosterone,Homo sapiens,Testosterone results in increased expression of CCND1 mRNA,increases^expression,33728745,D013739
CCND1,testosterone-3-carboxymethyloxime-bovine serum albumin conjugate,Homo sapiens,testosterone-3-carboxymethyloxime-bovine serum albumin conjugate results in increased expression of CCND1 mRNA,increases^expression,20189893,C045037
CCND1,tetraarsenic tetrasulfide,Homo sapiens,tetraarsenic tetrasulfide results in decreased expression of CCND1 protein,decreases^expression,26586936,C534735
CCND1,Tetracaine,Homo sapiens,HNRNPA1 protein inhibits the reaction [Tetracaine results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction,34822839,D013748
CCND1,Tetracaine,Homo sapiens,Tetracaine results in decreased expression of CCND1 protein,decreases^expression,34822839,D013748
CCND1,tetrachlorodian,Homo sapiens,"4-(6-bromo-1,3-benzodioxol-5-yl)-3a,4,5,9b-3H-cyclopenta(c)quinoline inhibits the reaction [tetrachlorodian results in increased expression of CCND1 mRNA]",decreases^reaction|increases^expression,36190352,C041181
CCND1,tetrachlorodian,Homo sapiens,"4-(6-bromo-1,3-benzodioxol-5-yl)-3a,4,5,9b-3H-cyclopenta(c)quinoline inhibits the reaction [tetrachlorodian results in increased expression of CCND1 protein]",decreases^reaction|increases^expression,33582643,C041181
CCND1,tetrachlorodian,Homo sapiens,Fulvestrant inhibits the reaction [tetrachlorodian results in increased expression of CCND1 protein],decreases^reaction|increases^expression,33582643,C041181
CCND1,tetrachlorodian,Homo sapiens,tetrachlorodian affects the expression of CCND1 mRNA,affects^expression,33582643,C041181
CCND1,tetrachlorodian,Homo sapiens,tetrachlorodian results in increased expression of CCND1 mRNA,increases^expression,36190352,C041181
CCND1,tetrachlorodian,Homo sapiens,tetrachlorodian results in increased expression of CCND1 protein,increases^expression,33582643,C041181
CCND1,tetrachlorodian,Homo sapiens,Wortmannin inhibits the reaction [tetrachlorodian results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,36190352,C041181
CCND1,tetrachlorodian,Homo sapiens,Wortmannin inhibits the reaction [tetrachlorodian results in increased expression of CCND1 protein],decreases^reaction|increases^expression,33582643,C041181
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Tetrachlorodibenzodioxin results in increased expression of CCND1 protein],decreases^reaction|increases^expression,27312872,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,AHR protein affects the reaction [Tetrachlorodibenzodioxin results in increased expression of CCND1 protein],affects^reaction|increases^expression,27312872,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Estradiol promotes the reaction [Tetrachlorodibenzodioxin promotes the reaction [CDKN1A protein binds to CCND1 protein]],affects^binding|increases^reaction,9705214,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin affects the expression of CCND1 mRNA,affects^expression,20106945,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin inhibits the reaction [[AHR protein binds to CDK4 protein binds to CCND1 protein] which results in increased phosphorylation of RB1 protein],affects^binding|decreases^reaction|increases^phosphorylation,19917880,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin inhibits the reaction [Estradiol results in increased expression of CCND1 protein],decreases^reaction|increases^expression,9705214,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin promotes the reaction [CDKN1A protein binds to CCND1 protein],affects^binding|increases^reaction,9705214,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin results in decreased expression of CCND1 mRNA,decreases^expression,16039398,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin results in decreased expression of CCND1 protein,decreases^expression,15322241|9705214,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin results in increased expression of CCND1 mRNA,increases^expression,21496263|21632981,D013749
CCND1,Tetrachlorodibenzodioxin,Homo sapiens,Tetrachlorodibenzodioxin results in increased expression of CCND1 protein,increases^expression,27312872,D013749
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,"5,3'-dihydroxy-3,6,7,8,4'-pentamethoxyflavone inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of CCND1 mRNA]",decreases^reaction|increases^expression,20438634,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,[Arsenic Trioxide co-treated with Tetradecanoylphorbol Acetate] results in increased expression of CCND1 mRNA,affects^cotreatment|increases^expression,18922899,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,eriodictyol inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,20438634,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,kaempferol inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,20438634,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,Quercetin inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,20438634,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,Tetradecanoylphorbol Acetate results in decreased expression of CCND1 protein,decreases^expression,15949478,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,Tetradecanoylphorbol Acetate results in increased expression of CCND1 mRNA,increases^expression,20438634,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,Tetradecanoylphorbol Acetate results in increased expression of CCND1 protein,increases^expression,21375462|24073338,D013755
CCND1,Tetradecanoylphorbol Acetate,Homo sapiens,withaferin A inhibits the reaction [Tetradecanoylphorbol Acetate results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,20438634,D013755
CCND1,tetraiodothyroacetic acid,Homo sapiens,[heteronemin affects the susceptibility to tetraiodothyroacetic acid] which results in decreased expression of CCND1 protein,affects^response to substance|decreases^expression,35151786,C011126
CCND1,tetraiodothyroacetic acid,Homo sapiens,heteronemin inhibits the reaction [tetraiodothyroacetic acid results in decreased expression of CCND1 mRNA],decreases^expression|decreases^reaction,35151786,C011126
CCND1,tetraiodothyroacetic acid,Homo sapiens,[tetraiodothyroacetic acid affects the susceptibility to heteronemin] which results in decreased expression of CCND1 mRNA,affects^response to substance|decreases^expression,35151786,C011126
CCND1,tetraiodothyroacetic acid,Homo sapiens,[tetraiodothyroacetic acid affects the susceptibility to heteronemin] which results in increased expression of CCND1 protein,affects^response to substance|increases^expression,35151786,C011126
CCND1,tetraiodothyroacetic acid,Homo sapiens,tetraiodothyroacetic acid promotes the reaction [heteronemin results in decreased expression of CCND1 protein],decreases^expression|increases^reaction,35151786,C011126
CCND1,tetraiodothyroacetic acid,Homo sapiens,tetraiodothyroacetic acid results in decreased expression of CCND1 mRNA,decreases^expression,35151786,C011126
CCND1,tetrandrine,Homo sapiens,[sodium arsenite co-treated with tetrandrine] affects the expression of CCND1 protein,affects^cotreatment|affects^expression,30123091,C009438
CCND1,tetrandrine,Homo sapiens,[sodium arsenite co-treated with tetrandrine] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,30123091,C009438
CCND1,tetrandrine,Homo sapiens,tetrandrine affects the expression of CCND1 protein,affects^expression,30123091,C009438
CCND1,tetrandrine,Homo sapiens,tetrandrine results in decreased expression of CCND1 protein,decreases^expression,30123091|31255635,C009438
CCND1,Thalidomide,Homo sapiens,Thalidomide analog results in decreased expression of CCND1 mRNA,decreases^expression,20525221,D013792
CCND1,Thapsigargin,Homo sapiens,Thapsigargin results in decreased expression of CCND1 mRNA,decreases^expression,17332266|22378314,D019284
CCND1,"theaflavin-3,3'-digallate",Homo sapiens,"CDKN1B promotes the reaction [theaflavin-3,3'-digallate results in decreased expression of CCND1 protein]",decreases^expression|increases^reaction,30769778,C585473
CCND1,"theaflavin-3,3'-digallate",Homo sapiens,"theaflavin-3,3'-digallate results in decreased expression of CCND1 protein",decreases^expression,30769778,C585473
CCND1,Theophylline,Homo sapiens,[Theophylline results in increased abundance of Cyclic AMP] which results in increased expression of CCND1 protein,increases^abundance|increases^expression,21693435,D013806
CCND1,Thimerosal,Homo sapiens,Thimerosal results in decreased expression of CCND1 mRNA,decreases^expression,27188386,D013849
CCND1,Thioctic Acid,Homo sapiens,Thioctic Acid inhibits the reaction [Zinc deficiency results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction,21600978,D008063
CCND1,Thioridazine,Homo sapiens,Thioridazine results in decreased expression of CCND1 protein,decreases^expression,21035837,D013881
CCND1,Thiosemicarbazones,Homo sapiens,[Thiosemicarbazones binds to Copper] which results in decreased expression of CCND1 protein,affects^binding|decreases^expression,20931265,D013882
CCND1,Thiostrepton,Homo sapiens,Thiostrepton results in decreased expression of CCND1 mRNA,decreases^expression,22321511,D013883
CCND1,thymoquinone,Homo sapiens,Acetylcysteine inhibits the reaction [thymoquinone results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction,31433961|34627931,C003466
CCND1,thymoquinone,Homo sapiens,[Benzo(a)pyrene co-treated with thymoquinone] results in decreased expression of CCND1 mRNA,affects^cotreatment|decreases^expression,24289642,C003466
CCND1,thymoquinone,Homo sapiens,thymoquinone results in decreased expression of CCND1 mRNA,decreases^expression,32112862,C003466
CCND1,thymoquinone,Homo sapiens,thymoquinone results in decreased expression of CCND1 protein,decreases^expression,31433961|32112862|34627931,C003466
CCND1,Thyroxine,Homo sapiens,nano-diamino-tetrac inhibits the reaction [Thyroxine results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,31883986,D013974
CCND1,Thyroxine,Homo sapiens,[Resveratrol co-treated with nano-diamino-tetrac] inhibits the reaction [Thyroxine results in increased expression of CCND1 mRNA],affects^cotreatment|decreases^reaction|increases^expression,31883986,D013974
CCND1,Thyroxine,Homo sapiens,Resveratrol inhibits the reaction [Thyroxine results in increased expression of CCND1 mRNA],decreases^reaction|increases^expression,31336132|31883986,D013974
CCND1,Thyroxine,Homo sapiens,Thyroxine results in increased expression of CCND1 mRNA,increases^expression,31336132|31883986,D013974
CCND1,tipifarnib,Homo sapiens,[Tamoxifen co-treated with tipifarnib] results in decreased expression of CCND1 protein,affects^cotreatment|decreases^expression,17876043,C402769
CCND1,titanium dioxide,Homo sapiens,[Vitallium analog binds to titanium dioxide] which results in decreased expression of CCND1 mRNA,affects^binding|decreases^expression,23825117,C009495
CCND1,Tobacco Smoke Pollution,Homo sapiens,Tobacco Smoke Pollution affects the expression of CCND1 mRNA,affects^expression,29505817,D014028
CCND1,Tobacco Smoke Pollution,Homo sapiens,Tobacco Smoke Pollution results in decreased expression of CCND1 protein,decreases^expression,27087172,D014028
CCND1,Tobacco Smoke Pollution,Homo sapiens,Tobacco Smoke Pollution results in increased expression of CCND1 mRNA,increases^expression,30610935|33660061,D014028
CCND1,Tocopherols,Homo sapiens,Tocopherols results in decreased expression of CCND1 protein,decreases^expression,12504091,D024505
CCND1,"tocotrienol, delta",Homo sapiens,"tocotrienol, delta results in decreased expression of CCND1 protein",decreases^expression,21453743,C082097
CCND1,tofacitinib,Homo sapiens,tofacitinib results in increased expression of CCND1 mRNA,increases^expression,26300391,C479163
CCND1,tomentosin,Homo sapiens,tomentosin results in decreased expression of CCND1 protein,decreases^expression,32227673,C454646
CCND1,Tretinoin,Homo sapiens,acetylleucyl-leucyl-norleucinal inhibits the reaction [Tretinoin results in increased degradation of and results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction|increases^degradation,16024653,D014212
CCND1,Tretinoin,Homo sapiens,Arsenic Trioxide promotes the reaction [Tretinoin results in decreased expression of CCND1 protein],decreases^expression|increases^reaction,30093655,D014212
CCND1,Tretinoin,Homo sapiens,CCND1 protein results in decreased susceptibility to Tretinoin,decreases^response to substance,11595732,D014212
CCND1,Tretinoin,Homo sapiens,Lithium Chloride inhibits the reaction [Tretinoin results in increased degradation of and results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction|increases^degradation,16024653,D014212
CCND1,Tretinoin,Homo sapiens,SB 216763 inhibits the reaction [Tretinoin results in increased degradation of and results in decreased expression of CCND1 protein],decreases^expression|decreases^reaction|increases^degradation,16024653,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin inhibits the reaction [Benzo(a)pyrene results in increased expression of CCND1 protein],decreases^reaction|increases^expression,16406622,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin inhibits the reaction [IGF1 protein results in increased expression of CCND1 protein],decreases^reaction|increases^expression,16565789,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin inhibits the reaction [[[PDGFB protein binds to PDGFB protein] which co-treated with INS protein] results in increased expression of CCND1 protein],affects^binding|affects^cotreatment|decreases^reaction|increases^expression,11348869,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin promotes the reaction [Arsenic Trioxide results in decreased expression of CCND1 protein],decreases^expression|increases^reaction,30093655,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin results in decreased expression of CCND1 mRNA,decreases^expression,17453147|21924320,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin results in decreased expression of CCND1 protein,decreases^expression,17387344|20507312|30093655,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin results in increased degradation of and results in decreased expression of CCND1 protein,decreases^expression|increases^degradation,16024653,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin results in increased expression of CCND1 mRNA,increases^expression,15498508|33167477,D014212
CCND1,Tretinoin,Homo sapiens,Tretinoin results in increased ubiquitination of CCND1 protein,increases^ubiquitination,11595732,D014212
CCND1,tricarbonyldichlororuthenium (II) dimer,Homo sapiens,tricarbonyldichlororuthenium (II) dimer results in decreased expression of CCND1 protein,decreases^expression,24211270,C447082
CCND1,Trichloroethylene,Homo sapiens,Curcumin inhibits the reaction [Trichloroethylene results in increased expression of CCND1 protein],decreases^reaction|increases^expression,34233590,D014241
CCND1,Trichloroethylene,Homo sapiens,Trichloroethylene results in increased expression of CCND1 protein,increases^expression,34233590,D014241
CCND1,trichostatin A,Homo sapiens,[3-deazaneplanocin co-treated with trichostatin A] affects the expression of CCND1 protein,affects^cotreatment|affects^expression,18538736,C012589
CCND1,trichostatin A,Homo sapiens,"[NOG protein co-treated with trichostatin A co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of CCND1 mRNA",affects^cotreatment|increases^expression,27188386,C012589
CCND1,trichostatin A,Homo sapiens,trichostatin A results in decreased expression of CCND1 mRNA,decreases^expression,23770000,C012589
