Name,SMILES,Total Molweight,cLogP,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Rotatable Bonds,Senotherapeutics:
afuresertib,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=CC=C3)F)CN)Cl,427.33,3.178,5,2,303.88,0.25658,6,1
agrimoniin,C1C2C(C3C(C(O2)OC(=O)C4=CC(=C(C(=C4)OC5=C(C(=C(C=C5C(=O)OC6C7C(C8C(O6)COC(=O)C9=CC(=C(C(=C9C2=C(C(=C(C=C2C(=O)O8)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O7)O)O)O)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O3)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,1871.28,3.7515,52,29,1174.3,0.54527,8,1
ajugasterone C,CC(C)CCC(C(C)(C1CCC2(C1(CC(C3C2=CC(=O)C4C3(CC(C(C4)O)O)C)O)C)O)O)O,480.639,2.0652,7,6,339.32,0.27007,5,1
alisol A 24-acetate,CC(CC(C(C(C)(C)O)OC(=O)C)O)C1=C2CC(C3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C)O,532.759,5.1588,6,3,394.44,0.19111,7,1
alisol B,CC(CC(C1C(O1)(C)C)O)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,472.707,5.2606,4,2,352.23,0.16151,4,1
alisol B 23-acetate,CC(CC(C1C(O1)(C)C)OC(=O)C)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,514.744,5.7452,5,1,385.89,0.17318,6,1
alisol B monoacetate,CC(CC(C1C(O1)(C)C)OC(=O)C)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,514.744,5.7452,5,1,385.89,0.17318,6,1
alpha-solanine,CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C,868.067,0.6185,16,9,591.4,0.30681,8,1
alternariol,CC1=CC(=CC2=C1C3=C(C(=CC(=C3)O)O)C(=O)O2)O,258.228,2.2963,5,3,178.58,0.34909,0,1
alvocidib,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,401.845,3.5175,6,3,281.79,0.23383,2,1
amentoflavone,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,538.463,4.671,10,6,368.56,0.33829,3,1
amyloid beta-protein (1-40),CCC(C)C(C(=O)NC(C(C)CC)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(C(C)C)C(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CNC=N3)NC(=O)C(CC4=CNC=N4)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CC5=CC=C(C=C5)O)NC(=O)CNC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC6=CNC=N6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC(=O)O)N,4329.86,-25.072,111,60,3309.3,0.42755,144,1
andrographolide,CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,350.453,1.883,5,3,258.92,0.24077,3,1
anemoside A3,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CCC7(CCC6(C5(CCC4C3(C)CO)C)C)C(=O)O)C(=C)C)C)O)O)O)O)O,750.963,3.2984,12,7,522.18,0.27718,7,1
anemoside B4,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(C4C6CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)CO)OC9C(C(C(CO9)O)O)OC1C(C(C(C(O1)C)O)O)O)C)C(=C)C)O)O)O)CO)O)O)O,1221.39,-1.2862,26,15,819.76,0.3776,15,1
annonacin,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC(CC2=CC(OC2=O)C)O)O)O)O,596.886,7.9603,7,4,502.86,0.16991,26,1
apicidin,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC,623.792,3.7653,11,3,490.15,0.24482,12,1
"apigenin-6,8-di-C-glycopyranoside",C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)C4C(C(C(C(O4)CO)O)O)O)O)C5C(C(C(C(O5)CO)O)O)O)O)O,594.52,-2.4917,15,11,387.35,0.48313,5,1
araloside A,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(O7)CO)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,927.087,0.7135,18,10,627.61,0.34588,10,1
archazolid B,CC1C=CC=C(C(C(C(C=CC(=CC(=CC(C(C=C(CC=CC(=O)OC1C2=CSC(=N2)C(CC(C)C)OC(=O)NC)C)O)C)C)C)O)C)OC)C,725.0,8.9906,9,3,597.34,0.20938,7,1
arzanol,CCC1=C(C(=C(C(=O)O1)CC2=C(C(=C(C(=C2O)CC=C(C)C)O)C(=O)C)O)O)C,402.441,3.5815,7,4,303.79,0.29125,6,1
asiatic acid,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O,488.706,4.2233,5,4,350.81,0.18654,2,1
aspalathin,C1=CC(=C(C=C1CCC(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O)O)O)O,452.411,-0.7151,11,9,308.2,0.4573,6,1
asparanin A,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)OC1,740.924,1.3117,13,7,506.6,0.29945,6,1
aspidin BB,CCCC(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(=C(C(=C2O)C)OC)C(=O)CCC)O)O,460.521,3.389,8,4,347.02,0.29255,9,1
astaxanthine,CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C,596.849,10.752,4,2,507.82,0.10295,10,1
astilbin,CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,450.395,0.0475,11,7,297.98,0.45218,3,1
astragaloside A,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C,784.977,0.76,14,9,522.7,0.32122,7,1
astragaloside VI,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)OC9C(C(C(C(O9)CO)O)O)O)C,947.117,-1.0771,19,12,624.51,0.36381,10,1
atranorin,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2)C)C(=O)OC)O)C)O)C=O)O,374.344,2.931,8,3,276.15,0.3564,6,1
aucubin,C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O,346.331,-2.5937,9,6,232.33,0.46744,4,1
auriculasin,CC(=CCC1=C2C(=C(C3=C1OC=C(C3=O)C4=CC(=C(C=C4)O)O)O)C=CC(O2)(C)C)C,420.46,4.6764,6,3,311.95,0.2319,3,1
aurofusarin,CC1=CC(=O)C2=C(O1)C=C3C(=C2O)C(=O)C(=C(C3=O)OC)C4=C(C(=O)C5=CC6=C(C(=O)C=C(O6)C)C(=C5C4=O)O)OC,570.461,2.784,12,2,382.52,0.3776,3,1
avermectin,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,873.086,5.1346,14,3,647.67,0.23521,8,1
azadirachtin,CC=C(C)C(=O)OC1CC(C2(COC3C2C14COC(C4C(C3O)(C)C56C7CC(C5(O6)C)C8(C=COC8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C,720.718,-1.0237,16,3,470.64,0.40181,10,1
azaribine,CC(=O)OCC1C(C(C(O1)N2C(=O)NC(=O)C=N2)OC(=O)C)OC(=O)C,371.301,-1.3036,12,1,262.31,0.50215,8,1
azaspiracid,CC1CC2C3C(CC4(O3)C(CC(CN4)C)C)OC(C1)(O2)CC(=C)C5C(CC(C(O5)(C(C6CC7C(O6)CC(C8(O7)CCC9(O8)C=CCC(O9)C=CCCC(=O)O)C)O)O)C)C,842.076,2.7871,13,4,601.76,0.23897,9,1
bafilomycin A,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C,622.837,6.1277,9,4,493.07,0.21384,7,1
bafilomycin A1,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C,622.837,6.1277,9,4,493.07,0.21384,7,1
baicalin,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,446.363,-0.0032002,11,6,296.83,0.45373,4,1
baohuoside I,CC1C(C(C(C(O1)OC2=C(OC3=C(C(=CC(=C3C2=O)O)O)CC=C(C)C)C4=CC=C(C=C4)OC)O)O)O,514.525,3.2237,10,5,368.45,0.32173,6,1
bathocuproine sulfonate,CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=C(C=C4)S(=O)(=O)O)C5=CC=C(C=C5)S(=O)(=O)O,520.585,1.9472,8,2,353.88,0.29756,4,1
batimastat,CC(C)CC(C(CSC1=CC=CS1)C(=O)NO)C(=O)NC(CC2=CC=CC=C2)C(=O)NC,477.648,2.867,7,4,368.49,0.33773,12,1
beauvericin,CC(C)C1C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C,783.96,5.2239,12,0,610.8,0.19465,9,1
beclomethasone 17-monopropionate,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)C(=O)CO,464.984,2.9232,6,2,325.32,0.23153,5,1
benzyloxycarbonyl-isoleucyl-glutamyl(O-tert-butyl)-alanyl-leucinal,CCC(C)C(C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O)NC(=O)OCC1=CC=CC=C1,618.769,2.6923,12,4,499.68,0.28834,20,1
benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone,CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)C(=O)CF)NC(=O)OCC1=CC=CC=C1,481.475,-0.6445,11,4,364.9,0.37194,14,1
bergenin,COC1=C(C=C2C(=C1O)C3C(C(C(C(O3)CO)O)O)OC2=O)O,328.272,-1.626,9,5,214.28,0.50653,2,1
beta-Endorphin,CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(C)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(C)NC(=O)C(CC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C3CCCN3C(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CCSC)NC(=O)C(CC4=CC=CC=C4)NC(=O)CNC(=O)CNC(=O)C(CC5=CC=C(C=C5)O)N,3465.02,-25.237,85,48,2657.5,0.41063,118,1
beta-Glucans,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,504.436,-6.295,16,11,321.63,0.60349,7,1
betadex,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)CO)CO)CO)CO)CO)CO)O)O)O,1134.98,-12.86,35,21,712.67,0.58246,7,1
bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,430.377,2.1426,6,2,291.11,0.27392,6,1
bisindolylmaleimide,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,327.342,1.5839,5,3,237.74,0.2756,2,1
bisindolylmaleimide I,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,412.492,1.7206,6,2,313.47,0.19763,6,1
bisindolylmaleimide IX,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N,457.557,1.5945,7,3,336.86,0.29579,7,1
bisoxatin acetate,CC(=O)OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C3O2)C4=CC=C(C=C4)OC(=O)C,417.416,3.2815,7,1,308.92,0.26084,6,1
bleomycetin,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCNCCCCN)O,1440.58,-10.877,40,22,1040.3,0.51956,40,1
brassinolide,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,480.683,3.2214,6,4,353.35,0.2135,5,1
brazilein,C1C2=CC(=C(C=C2C3=C4C=CC(=O)C=C4OCC31O)O)O,284.266,0.6189,5,3,191.62,0.32533,0,1
brevetoxin 2,CC1CC2C(CC3(C(O2)CC4C(O3)C(=CC(=O)O4)C)C)OC5C1OC6CC7C(CC8C(O7)(CC=CC9C(O8)CC1C(O9)CC2C(O1)(C(CC(O2)CC(=C)C=O)O)C)C)(OC6(CC5)C)C,895.092,2.3535,14,1,620.59,0.24038,3,1
bruceantinol,CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C=C(C)C(C)(C)OC(=O)C)(OC5)C(=O)OC)O)O)C)O,606.619,0.2492,13,3,407.67,0.37898,8,1
bryostatin 1,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O,905.04,5.0065,17,4,684.65,0.28861,13,1
cabazitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,835.941,3.4648,15,3,600.78,0.28773,15,1
calcein AM,CC(=O)OCOC(=O)CN(CC1=CC2=C(C=C1OC(=O)C)OC3=C(C24C5=CC=CC=C5C(=O)O4)C=C(C(=C3)OC(=O)C)CN(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C,994.862,1.8051,25,0,723.2,0.37409,32,1
calix(6)arene,C1C2=C(C(=CC=C2)CC3=C(C(=CC=C3)CC4=C(C(=CC=C4)CC5=CC=CC(=C5O)CC6=CC=CC(=C6O)CC7=CC=CC1=C7O)O)O)O,636.742,8.8212,6,6,479.22,0.16402,0,1
calycosin-7-O-beta-D-glucoside,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,446.407,-0.0864,10,5,308.75,0.38394,5,1
calyculin A,CC1C(CC2(C(C(C(O2)C(CC(C(C)C(C(C)C=C(C)C(=CC=CC(=CC#N)C)C)O)O)OC)OP(=O)(O)O)(C)C)OC1CC=CC3=COC(=N3)C(C)CCNC(=O)C(C(C(COC)N(C)C)O)O)O,1009.18,0.3674,19,8,779.04,0.28934,26,1
capivasertib,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,428.923,1.1671,8,4,316.48,0.2918,6,1
capsazepine,C1CC2=CC(=C(C=C2CN(C1)C(=S)NCCC3=CC=C(C=C3)Cl)O)O,376.907,3.6655,4,3,284.67,0.24312,3,1
carfilzomib,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,719.921,2.513,12,4,576.63,0.24667,20,1
casticin,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,374.344,2.3995,8,2,271.93,0.32817,5,1
casuarictin,C1C2C(C3C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5C6=C(C(=C(C=C6C(=O)O3)O)O)O)O)O)O)OC(=O)C7=CC(=C(C(=C7C8=C(C(=C(C=C8C(=O)O1)O)O)O)O)O)O,936.647,1.8349,26,15,592.06,0.54336,3,1
catalpol,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O,362.33,-3.6103,10,6,234.68,0.53797,4,1
cerivastatin,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O,459.556,4.3196,6,3,364.01,0.2014,11,1
cetrorelix,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C,1431.06,-0.7136,31,16,1088.4,0.35317,38,1
chebulic acid,C1=C2C(=C(C(=C1O)O)O)C(C(OC2=O)C(=O)O)C(CC(=O)O)C(=O)O,356.238,-1.2959,11,6,230.12,0.61168,5,1
chikusetsusaponin V,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,957.112,0.2034,19,11,646.46,0.35606,10,1
chlamydocin,CC1(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)CCCCCC(=O)C3CO3)CC4=CC=CC=C4)C,526.632,1.094,10,3,406.37,0.29722,9,1
chymostatin,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)C(C2CCN=C(N2)N)NC(=O)NC(CC3=CC=CC=C3)C(=O)O,607.71,-0.014,13,7,473.52,0.34292,15,1
cinobufotalin,CC(=O)OC1C(C2(CCC3C(C24C1O4)CCC5(C3(CCC(C5)O)C)O)C)C6=COC(=O)C=C6,458.549,1.5083,7,2,319.3,0.28165,3,1
cirsimarin,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O)OC,476.433,0.5521,11,5,331.01,0.38833,6,1
cisatracurium,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C,929.157,1.7708,14,0,726.8,0.1525,26,1
coagulin-L,CC1=C(C(=O)OC(C1)C(C)(C2(CCC3(C2(CCC4C3CC=C5C4(C(=O)CC(C5)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)O)O)C,650.759,0.3691,12,7,439.77,0.33604,5,1
cobaltiprotoporphyrin,[H+].[H+].CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)[O-])C)CCC(=O)[O-].[Co+2],619.585,5.1545,8,4,435.19,0.23151,8,1
columbamine,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,338.382,-0.0048001,5,1,252.07,0.18193,3,1
copanlisib,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,480.527,0.4326,12,2,359.49,0.3389,7,1
corilagin,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O,634.454,0.0527,18,11,405.14,0.55097,3,1
cotylenin A,CC1C2CCC(C2=CC3(CCC(=C3C(C1O)OC4C(C5C6(C(O4)COC)OC(O5)C(O6)(C)C7CO7)O)C(C)C)C)(COC)O,622.749,1.3616,11,3,434.61,0.2921,8,1
crenigacestat,CC(C(=O)NC1C2=CC=CC=C2C3=C(N=CC=C3)N(C1=O)CCO)NC(=O)CCC(F)(F)F,464.443,1.737,8,3,332.86,0.26936,8,1
crocin,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O,976.968,-1.902,24,14,696.32,0.41573,20,1
cruentaren A,CCCC(C(C)C(=O)NCC=CCC(C)C(C(C)C1CC=CCC(C(CC2=C(C(=CC(=C2)OC)O)C(=O)O1)O)C)O)O,589.767,5.3623,9,5,475.0,0.23145,12,1
cucurbitacin B,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,558.709,3.3063,8,3,401.1,0.25295,6,1
cucurbitacin E,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,556.693,3.3832,8,3,399.55,0.25394,6,1
cucurbitacin I,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C,514.656,2.8986,7,4,365.89,0.25013,4,1
cucurbitacin IIa,CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(C4(C)C)O)O)C)C)C)O)O,562.741,3.4148,8,4,403.22,0.25177,7,1
cudraflavone B,CC(=CCC1=C(OC2=CC3=C(C=CC(O3)(C)C)C(=C2C1=O)O)C4=C(C=C(C=C4)O)O)C,420.46,5.52,6,3,310.16,0.23323,3,1
cyanidin-3-O-beta-glucopyranoside,C1=CC(=C(C=C1C2C(=CC3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,450.395,-0.1399,11,8,300.29,0.4489,4,1
cyanoginosin LR,CC1C(NC(=O)C(NC(=O)C(C(NC(=O)C(NC(=O)C(NC(=O)C(=C)N(C(=O)CCC(NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C,995.185,0.6815,22,10,779.4,0.34375,15,1
cyclo(Trp-Asp-Pro-Val-Leu),CC(C)CC1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43,610.709,0.2908,13,6,458.52,0.33743,7,1
cyclosporin H,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,1202.63,2.9037,23,5,961.6,0.2363,15,1
dabrafenib,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,519.571,4.5416,7,2,359.56,0.30198,5,1
dactolisib,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,469.547,6.2031,6,0,353.25,0.15751,3,1
daidzin,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,416.381,-0.0164,9,5,286.49,0.37886,4,1
darbufelone,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C2C(=O)NC(=N)S2,332.467,3.9085,4,3,252.21,0.28028,3,1
deacylcortivazol,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)C=NN5C6=CC=CC=C6)C,488.626,2.6581,6,3,351.01,0.19994,3,1
delta(9)-tetrahydrocannabinolic acid,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1C(=O)O)O,358.476,5.6161,4,2,278.43,0.17685,5,1
destruxin B,CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)C)C)C)C(C)C)C,593.763,1.3038,12,2,463.48,0.26282,5,1
diacetyldiphenylurea bisguanylhydrazone,CC(=NN=C(N)N)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C(=NN=C(N)N)C,408.469,3.1042,11,6,324.17,0.44137,6,1
