Name,SMILES,Total Molweight,cLogP,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Rotatable Bonds,Senotherapeutics:
(19Z)-halichondramide,CC1CCC=CC2=NC(=CO2)C3=NC(=CO3)C4=NC(=CO4)C(C(C(=O)C=CCC(CC(=O)OC1CC(C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC)O)C)OC,836.976,5.0626,16,1,674.23,0.27298,14,1
"(4-(((2-(3-fluoro-4-(trifluoromethyl)phenyl)-4-methyl-1,3-thiazol-5-yl)methyl)sulfanyl)-2-methylphenoxy)acetic acid",CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,471.494,5.1092,4,1,326.92,0.25988,8,1
"(5-(2,4-bis((3S)-3-methylmorpholin-4-yl)pyrido(2,3-d)pyrimidin-7-yl)-2-methoxyphenyl)methanol",CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C,465.552,2.4865,9,1,351.95,0.23614,5,1
(E)-4-((2-N-(4-methoxybenzenesulfonyl)amino)stilbazole)1-oxide,COC1=CC=C(C=C1)S(=O)(=O)N=C2C=CC=CC2=CC=C3C=CN(C=C3)O,382.439,1.759,6,1,292.14,0.22845,3,1
"1,2-distearoyllecithin",CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,790.156,7.7767,9,0,695.34,0.12909,44,1
"1,2-linoleoylphosphatidylcholine",CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC,782.092,6.7679,9,0,691.26,0.12985,40,1
"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one",C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,551.652,3.9404,8,2,410.89,0.18883,5,1
10-decarbamoylmitomycin C,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2CO)OC)N4)N,291.306,-1.6656,7,3,197.58,0.45359,2,1
10-hydroxycamptothecin,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O,364.356,0.8381,7,2,246.2,0.31194,1,1
103D5R,CC(C1=C(C2=C(C=C1)OC(C=C2)(C)C)OC)N3C=NC4=C3C=CC=N4,335.406,4.0763,5,0,259.29,0.18824,3,1
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C(=O)O)O,344.449,4.8547,4,2,266.17,0.18499,5,1
"14-deoxy-11,12-didehydroandrographolide",CC12CCC(C(C1CCC(=C)C2C=CC3=CCOC3=O)(C)CO)O,332.438,2.4713,4,2,252.81,0.19477,3,1
17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)C)OC)OC(=O)N)C)C)O)OC,616.753,2.0968,12,4,487.26,0.28116,8,1
2''-galloylhyperin,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O,616.483,0.5444,16,10,403.96,0.48787,7,1
"2',4'-dichlorobenzamil amiloride",C1=CC(=C(C=C1Cl)Cl)CNN=CNC(=O)C2=C(N=C(C(=N2)Cl)N)N,388.645,1.6264,8,4,273.03,0.36608,4,1
2'-epi-2'-O-acetylthevetin B,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)OC(=O)C)OC)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O,901.005,-0.7497,19,8,614.16,0.35965,12,1
"2,3,5-(triglutathion-S-yl)hydroquinone",C1=C(C(=C(C(=C1SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O,1026.04,-13.536,29,17,723.97,0.59163,33,1
"2-((3-acrylamido-4-methylphenyl)amino)-N-(2-methyl-5-(3,4,5-trimethoxybenzamido)phenyl)-4-(methylamino)pyrimidine-5-carboxamide",CC1=C(C=C(C=C1)NC2=NC=C(C(=N2)NC)C(=O)NC3=C(C=CC(=C3)NC(=O)C4=CC(=C(C(=C4)OC)OC)OC)C)NC(=O)C=C,625.684,4.7401,13,5,488.71,0.30357,12,1
2-(1-(3-dimethylaminopropyl)-5-methoxyindol-3-yl)-3-(1H-indol-3-yl)maleimide,CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,442.517,1.6506,7,2,335.73,0.21431,7,1
2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)NCCC4=CC=C(C=C4)CCC(=O)O)N)O)O,499.526,-0.4381,13,6,366.65,0.41825,10,1
2-(4-nitrophenyl)-4-(4-fluorophenyl)-5-(4-pyridinyl)-1H-imidazole,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)[N+](=O)[O-],360.347,3.1415,6,1,269.65,0.24606,4,1
2-phenyl-4-(3-pyridin-2-yl-1H-pyrazol-4-yl)pyridine,C1=CC=C(C=C1)C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4,298.348,2.802,4,1,238.39,0.19674,3,1
"3',4',7-trihydroxyisoflavone",C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O,270.239,1.6272,5,3,191.03,0.32634,1,1
3'-O-(4-benzoyl)benzoyladenosine 5'-triphosphate,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)OC3C(OC(C3O)N4C=NC5=C(N=CN=C54)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O,715.397,-7.0108,20,6,460.2,0.53822,13,1
"3,4-di-O-caffeoylquinic acid",C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O,516.454,0.7977,12,7,365.65,0.41247,9,1
3-((3-trifluoromethyl)phenyl)-5-((3-carboxyphenyl)methylene)-2-thioxo-4-thiazolidinone,C1=CC(=CC(=C1)N2C(=O)C(=CC3=CC=C(C=C3)C(=O)O)SC2=S)C(F)(F)F,409.407,3.2257,4,1,276.04,0.31959,4,1
3-(5'-hydroxymethyl-2'-furyl)-1-benzylindazole,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO,304.348,2.8289,4,1,238.9,0.18857,4,1
3-O-caffeoyl-1-methylquinic acid,COC1(CC(C(C(C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O)C(=O)O,368.337,-0.3406,9,5,261.2,0.42718,6,1
"3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester",CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,356.299,2.6273,6,1,247.22,0.2626,5,1
3-deazaneplanocin,C1=CN=C(C2=C1N(C=N2)C3C=C(C(C3O)O)CO)N,262.268,-0.8991,7,4,184.62,0.45163,2,1
4'-O-methylalpinumisoflavone,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C(=CO3)C4=CC=C(C=C4)OC)C,350.369,3.2753,5,1,258.52,0.21716,2,1
"4,4'-Diisothiocyanostilbene-2,2'-Disulfonic Acid",C1=CC(=C(C=C1N=C=S)S(=O)(=O)O)C=CC2=C(C=C(C=C2)N=C=S)S(=O)(=O)O,454.527,1.9028,8,2,319.94,0.50753,6,1
4-((alpha-L-rhamnosyloxy)benzyl)isothiocyanate,CC1C(C(C(C(O1)OC2=CC=C(C=C2)CN=C=S)O)O)O,311.357,1.6027,6,3,232.61,0.42479,4,1
4-(4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)pyridin-2-yl)-N-(tetrahydro-2H-pyran-4-yl)benzamide,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5,425.491,2.6325,7,2,331.64,0.24545,5,1
4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,331.349,3.7174,4,2,252.33,0.19431,3,1
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,384.394,3.252,7,2,286.16,0.29438,4,1
5'-methylthioadenosine,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,297.338,-0.6637,8,3,204.57,0.53155,3,1
"5,7,3'-trihydroxy-3,4'-dimethoxyflavone",COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O,330.291,2.1938,7,3,233.76,0.35224,3,1
"5,7-dihydroxy-2-methyl-8-(4-(3-hydroxy-1-methyl)-piperidinyl)-4H-1-benzopyran-4-one",CC1=CC(=O)C2=C(O1)C(=C(C=C2O)O)C3CCN(CC3O)C,305.329,1.6169,6,3,218.87,0.30105,1,1
"5,7-dihydroxy-3-(3-hydroxy-4-methoxybenzyl)-6-methoxychroman-4-one",COC1=C(C=C(C=C1)CC2COC3=C(C2=O)C(=C(C(=C3)O)OC)O)O,346.334,2.2107,7,3,250.86,0.32823,4,1
"5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one",COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,284.266,2.6114,5,2,206.94,0.28627,2,1
"5-((5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl)-N-(2-hydroxy-3-morpholin-4-ylpropyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide",CC1=C(NC(=C1C(=O)NCC(CN2CCOCC2)O)C)C=C3C4=C(C=CC(=C4)F)NC3=O,442.489,0.425,8,4,331.3,0.27057,6,1
"5-amino-7-(cyclohexylamino)-1-ethyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",CCN1C=C(C(=O)C2=C1C=C(C(=C2N)F)NC3CCCCC3)C(=O)O,347.389,1.4135,6,3,256.77,0.27051,4,1
"5-chloro-N2-(1-(5-fluoropyridin-2-yl)ethyl)-N4-(5-isopropoxy-1H-pyrazol-3-yl)pyrimidine-2,4-diamine",CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F,391.837,2.7514,8,3,293.86,0.30896,7,1
"6-(4-chlorophenyl)imidazo(2,1-b)(1,3)thiazole-5-carbaldehyde O-(3,4-dichlorobenzyl)oxime",C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl,436.749,6.5311,4,0,307.51,0.19768,5,1
"7,8-diacetoxy-4-methylcoumarin",CC1=CC(=O)OC2=C1C=CC(=C2OC(=O)C)OC(=O)C,276.243,1.549,6,0,204.5,0.338,4,1
"7,8-diacetoxy-4-methylthiocoumarin",CC1=CC(=S)OC2=C1C=CC(=C2OC(=O)C)OC(=O)C,292.31,1.7684,5,0,219.46,0.38312,4,1
7-methylguanosine triphosphate,CN1C=[N+](C2=C1C(=O)NC(=N2)N)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)[O-])O)O,537.207,-15.887,19,7,320.07,0.72406,8,1
7-monohydroxyethylrutoside,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,654.572,-1.502,17,10,435.23,0.46881,9,1
9-methoxycamptothecin,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5OC)N=C4C3=C2)O,378.383,1.1138,7,1,262.11,0.28118,2,1
A-1210477,CC1=NN(C(=C1C2=CC=CC3=C2N(C(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)O)CCN6CCOCC6)COC7=CC=C(C=C7)N8CCN(CC8)S(=O)(=O)N(C)C)C,850.051,4.1661,14,1,637.46,0.19394,14,1
ABBV-744,CCNC(=O)C1=CC2=C(N1)C(=O)N(C=C2C3=C(C=CC(=C3)C(C)(C)O)OC4=C(C=C(C=C4C)F)C)C,491.561,4.0266,7,3,371.25,0.21059,6,1
ABT-737,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],813.441,6.6427,11,2,602.63,0.20427,15,1
AICA ribonucleotide,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N,338.212,-6.1716,12,6,215.44,0.70015,5,1
AM 251,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I,555.242,4.0375,5,1,344.93,0.13304,4,1
AP20187,CCC(C1=CC(=C(C(=C1)OC)OC)OC)C(=O)N2CCCCC2C(=O)OC(CCC3=CC(=C(C=C3)OC)OC)C4=CC(=CC=C4)OCC(=O)NCC(CNC(=O)COC5=CC=CC(=C5)C(CCC6=CC(=C(C=C6)OC)OC)OC(=O)C7CCCCN7C(=O)C(CC)C8=CC(=C(C(=C8)OC)OC)OC)CN(C)C,1482.77,10.04,25,2,1166.0,0.21597,42,1
ARV-825,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)OCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C6=O)C7CCC(=O)NC7=O)C8=CC=C(C=C8)Cl)C,923.445,4.4441,17,3,679.42,0.29998,19,1
AS602868,CC1=CC(=O)N(C1=O)NC2=NC(=NC3=C2C(=CC=C3)OC)C4=CC=CS4,366.4,3.1028,7,1,264.07,0.35366,4,1
AZ-628,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,451.529,4.6632,7,2,353.92,0.21932,5,1
AZD 1480,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=N3)F,348.772,1.3755,8,3,257.86,0.35585,5,1
AZD5991,CC1=C2C(=NN1C)CSCC3=NN(C(=C3)CSC4=CC5=CC=CC=C5C(=C4)OCCCC6=C(N(C7=C6C=CC(=C27)Cl)C)C(=O)O)C,672.272,5.9876,8,1,489.46,0.23224,1,1
Aflatoxin M1,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C(=C1)OC5C4(C=CO5)O,328.275,0.6222,7,1,213.22,0.37135,1,1
"Akt-I-1,2 compound",C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)C5=C(N=C6C=C7C(=NC=N7)C=C6N5)C8=CC=CC=C8,551.652,3.9404,8,2,410.89,0.18883,5,1
Alpha-Amanitin,CCC(C)C1C(=O)NCC(=O)NC2CS(=O)C3=C(CC(C(=O)NCC(=O)N1)NC(=O)C(NC(=O)C4CC(CN4C(=O)C(NC2=O)CC(=O)N)O)C(C)C(CO)O)C5=C(N3)C=C(C=C5)O,918.98,-6.0657,24,13,649.46,0.47041,7,1
Aminopterin,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,440.419,-1.4779,13,6,322.35,0.50461,9,1
Amlodipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,408.88,2.071,7,2,310.82,0.26642,10,1
Amphotericin B,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,924.087,0.323,18,12,706.9,0.31893,3,1
Amygdalin,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,457.43,-3.0796,12,7,317.44,0.4576,7,1
Angiotensin II,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N,1046.19,-4.3508,25,13,799.4,0.38935,29,1
Antimycin A,CCCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,548.631,3.6974,11,3,428.43,0.30628,12,1
Axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,386.478,3.4441,5,2,299.93,0.25979,5,1
Azithromycin,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,748.992,1.6569,14,5,562.27,0.25902,7,1
BI-2852,CN1C=C(N=C1)CN2C=CC3=C2C=C(C=C3)CNCC4=C(C5=CC=CC=C5N4)C6C7=C(C=CC(=C7)O)C(=O)N6,516.603,3.0974,8,4,388.03,0.22617,7,1
BMS 536924,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,479.966,1.2306,8,4,354.67,0.24691,6,1
BMS 754807,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,461.504,2.3302,10,3,336.93,0.31262,6,1
BX795,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,591.472,4.1768,9,4,386.98,0.30433,9,1
Beclomethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,408.92,1.9842,5,3,277.9,0.23526,2,1
Betalains,C1C(NC(=CC1=CC=[N+]2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)[O-])C(=O)O)C(=O)O,550.471,-7.7952,15,8,362.45,0.47278,7,1
Bilirubin,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C,584.671,3.7687,10,6,453.96,0.28474,12,1
Biliverdine,CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O,582.655,3.687,10,5,447.97,0.28301,11,1
Bleomycin,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,1415.57,-9.9559,38,20,996.6,0.51554,36,1
Bortezomib,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,384.242,1.9321,8,4,305.8,0.31766,9,1
Bosentan,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,551.622,3.479,11,2,410.94,0.3091,10,1
CA 074 methyl ester,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC,397.47,-0.1692,9,2,312.47,0.34013,10,1
CEP-11004,CC(C)SCC1=CC2=C(C=C1)N3C4CC(C(O4)(N5C6=C(C=C(C=C6)CSC(C)C)C7=C8CNC(=O)C8=C2C3=C75)C)(C(=O)OC)O,643.827,6.7325,8,2,444.77,0.26836,8,1
CGK 733,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-],555.844,4.7912,7,3,389.31,0.27187,8,1
CPI-0610,CC1=NOC2=C1C3=CC=CC=C3C(=NC2CC(=O)N)C4=CC=C(C=C4)Cl,365.819,3.4003,5,1,270.91,0.23956,3,1
CPI203,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)N)C4=CC=C(C=C4)Cl)C,399.905,3.1396,6,1,289.64,0.30724,3,1
CRT 0066101,CCC(CNC1=NC(=NC=C1)C2=C(C=CC(=C2)C3=CN(N=C3)C)O)N,338.414,1.0091,7,3,269.13,0.29581,6,1
CU-CPT22,CCCCCCOC(=O)C1=CC(=O)C(=C2C(=C1)C=C(C(=C2O)O)OC)O,362.377,1.8242,7,3,274.34,0.31122,8,1
CX 5461,CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C,513.624,1.9594,9,1,373.91,0.26367,4,1
Calcimycin,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,523.628,3.4828,9,3,393.7,0.27866,7,1
Camptothecin,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,348.357,1.1838,6,1,239.85,0.26558,1,1
Catechin,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,290.27,1.5087,6,5,200.03,0.37744,1,1
Cefadroxil,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,363.393,-2.3737,8,4,246.42,0.45893,4,1
Cefazolin,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,454.515,-1.0017,12,2,302.76,0.6087,7,1
Cefotaxime,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,455.471,-0.5074,12,3,309.01,0.56914,8,1
Cephalothin,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,396.443,0.5912,8,2,270.26,0.47406,7,1
Ceruletide,CC(C(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5)O,1352.42,-6.8549,34,17,979.7,0.45949,38,1
Chir 99021,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,465.347,3.6043,8,3,352.4,0.26774,7,1
Chitosan,COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O,1526.46,-20.286,48,29,994.97,0.59164,27,1
Chondroitin Sulfates,CC(=O)NC1C(C(C(OC1O)OS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O,463.368,-6.1604,16,8,283.75,0.69716,6,1
Clarithromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,747.96,2.0998,14,4,559.61,0.27167,8,1
Cloxacillin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,435.887,2.7038,8,2,293.43,0.37419,4,1
Colchicine,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,399.442,1.863,7,1,308.67,0.25121,5,1
Colforsin,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,410.505,1.3206,7,3,288.98,0.29545,3,1
Colistin,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O,1155.45,-6.7727,29,18,909.87,0.4089,28,1
Coumestrol,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,268.224,2.8407,5,2,184.26,0.34381,0,1
Crizotinib,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,450.344,3.5382,6,2,325.47,0.20137,5,1
Cyclosporine,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,1202.63,2.9037,23,5,961.6,0.2363,15,1
Cytochalasin B,CC1CCCC(C=CC(=O)OC23C(C=CC1)C(C(=C)C(C2C(NC3=O)CC4=CC=CC=C4)C)O)O,479.615,4.382,6,3,369.4,0.19962,2,1
Cytochalasin D,CC1CC=CC2C(C(=C)C(C3C2(C(C=CC(C1=O)(C)O)OC(=O)C)C(=O)NC3CC4=CC=CC=C4)C)O,507.625,3.3883,7,3,380.8,0.22789,4,1
DIBA-1,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N)SSC3=CC=CC=C3C(=O)NC4=CC=C(C=C4)S(=O)(=O)N,614.747,3.6054,10,4,420.14,0.40863,9,1
Dactinomycin,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,1255.43,-0.9435,28,5,919.22,0.31923,8,1
