GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of IL6 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased secretion of IL6 protein,decreases^secretion,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of IL6 mRNA,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of IL6 protein,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased secretion of IL6 protein,increases^secretion,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Curcumin inhibits the reaction [bisphenol A results in increased expression of IL6 mRNA],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Curcumin inhibits the reaction [bisphenol A results in increased expression of IL6 protein],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [[bisphenol A co-treated with Tetradecanoylphorbol Acetate] results in increased expression of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,GPER1 protein affects the reaction [bisphenol A results in increased expression of IL6 mRNA],affects^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,IL6 protein affects the reaction [bisphenol A results in increased phosphorylation of STAT3 protein],affects^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin co-treated with bisphenol A] results in increased expression of IL6 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin metabolite co-treated with bisphenol A] results in increased expression of IL6 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Phytochemicals inhibits the reaction [bisphenol A results in increased expression of IL6 mRNA],decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,prolinedithiocarbamate inhibits the reaction [[bisphenol A co-treated with Tetradecanoylphorbol Acetate] results in increased expression of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IL6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,U 0126 inhibits the reaction [[bisphenol A co-treated with Tetradecanoylphorbol Acetate] results in increased expression of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
UBB,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of UBB mRNA,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
H2AZ2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A affects the expression of H2AZ2 mRNA,affects^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
H2AZ2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of H2AZ2 protein,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MDM2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A affects the expression of MDM2 mRNA,affects^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MDM2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A analog results in increased expression of MDM2 mRNA,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MDM2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of MDM2 mRNA,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MDM2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased phosphorylation of MDM2 protein,increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MDM2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Curcumin inhibits the reaction [bisphenol A results in increased phosphorylation of MDM2 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MDM2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin co-treated with bisphenol A] results in increased expression of MDM2 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MDM2,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[naringenin metabolite co-treated with bisphenol A] results in increased expression of MDM2 mRNA,affects^cotreatment|increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
H2AC7,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of H2AC7 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
H2AC6,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased expression of H2AC6 mRNA,decreases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein]",decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] inhibits the reaction [[bisphenol A co-treated with LEP protein] results in decreased activity of CASP3 protein],affects^cotreatment|decreases^activity|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] inhibits the reaction [bisphenol A results in decreased activity of CASP3 protein],affects^cotreatment|decreases^activity|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] inhibits the reaction [bisphenol A results in decreased expression of CASP3 protein],affects^cotreatment|decreases^activity|decreases^expression|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one results in decreased activity of [MAPK1 protein co-treated with MAPK3 protein]] inhibits the reaction [[LEP protein co-treated with bisphenol A] results in decreased expression of CASP3 protein],affects^cotreatment|decreases^activity|decreases^expression|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,2-chloro-5-nitrobenzanilide inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,"4-(6-bromo-1,3-benzodioxol-5-yl)-3a,4,5,9b-3H-cyclopenta(c)quinoline inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein]",decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Acetylcysteine inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,astaxanthine inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bicalutamide inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[bisphenol A co-treated with Dibutyl Phthalate] results in decreased phosphorylation of MAPK3 protein,affects^cotreatment|decreases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[bisphenol A co-treated with Diethylhexyl Phthalate] results in decreased phosphorylation of MAPK3 protein,affects^cotreatment|decreases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[bisphenol A co-treated with LIF protein] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,[bisphenol A co-treated with mono-(2-ethylhexyl)phthalate] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A inhibits the reaction [HDAC6 protein affects the phosphorylation of MAPK3 protein],affects^phosphorylation|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A inhibits the reaction [INS1 protein results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A promotes the reaction [BRAF protein mutant form results in increased phosphorylation of MAPK3 protein],increases^phosphorylation|increases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in decreased phosphorylation of MAPK3 protein,decreases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased activity of MAPK3 protein,increases^activity,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of MAPK3 mRNA,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased expression of MAPK3 protein,increases^expression,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,bisphenol A results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,ESR1 protein affects the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],affects^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [[bisphenol A co-treated with Dibutyl Phthalate] results in decreased phosphorylation of MAPK3 protein],affects^cotreatment|decreases^phosphorylation|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [[bisphenol A co-treated with Diethylhexyl Phthalate] results in decreased phosphorylation of MAPK3 protein],affects^cotreatment|decreases^phosphorylation|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [bisphenol A results in decreased phosphorylation of MAPK3 protein],decreases^phosphorylation|decreases^reaction,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [bisphenol A results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
MAPK3,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol A,Fulvestrant inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with bisphenol A] results in increased phosphorylation of MAPK3 protein],affects^cotreatment|decreases^reaction|increases^phosphorylation,228.29,228.29,228.11503,2.8655,-2.297,2,2,180.65,0.14503,40.46,-3.2442,high,high,high,high,0.64706,0.53067,0.64751,1,17,2,0,2,0,2,2,12,5,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
