GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,levistolide A inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,myricetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,naringin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,naringin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Plant Extracts inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Plant Extracts inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Plant Preparations inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Plant Preparations inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,pyrazolanthrone inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,pyrrolidine dithiocarbamic acid inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Quercetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Quercetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Resveratrol inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of and results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Resveratrol inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Rutin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Rutin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,SB 203580 inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] inhibits the reaction [semaglutide inhibits the reaction [Lipopolysaccharides results in increased secretion of IL6 protein]],affects^cotreatment|decreases^reaction|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of and results in increased secretion of IL6 protein,affects^cotreatment|increases^expression|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 mRNA,affects^cotreatment|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of IL6 protein,affects^cotreatment|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
IL6,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased secretion of IL6 protein,affects^cotreatment|increases^secretion,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK3,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased phosphorylation of MAPK3 protein],affects^cotreatment|decreases^reaction|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK3,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Calcimycin results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK3,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Resveratrol analog inhibits the reaction [Calcimycin results in increased phosphorylation of and results in increased activity of MAPK3 protein],decreases^reaction|increases^activity|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK3,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Resveratrol inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased phosphorylation of MAPK3 protein],affects^cotreatment|decreases^reaction|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK3,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased phosphorylation of MAPK3 protein,affects^cotreatment|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Calcimycin co-treated with Tetradecanoylphorbol Acetate] affects the localization of RELA protein,affects^cotreatment|affects^localization,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,chrysin inhibits the reaction [[Calcimycin co-treated with Tetradecanoylphorbol Acetate] affects the localization of RELA protein],affects^cotreatment|affects^localization|decreases^reaction,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,fisetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of and results in increased activity of RELA protein],affects^cotreatment|affects^localization|decreases^reaction|increases^activity,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,galangin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of RELA protein],affects^cotreatment|affects^localization|decreases^reaction,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,myricetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of and results in increased activity of RELA protein],affects^cotreatment|affects^localization|decreases^reaction|increases^activity,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Plant Extracts inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of RELA protein],affects^cotreatment|affects^localization|decreases^reaction,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Quercetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of and results in increased activity of RELA protein],affects^cotreatment|affects^localization|decreases^reaction|increases^activity,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Quercetin inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of RELA protein],affects^cotreatment|affects^localization|decreases^reaction,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,RELA gene mutant form results in increased susceptibility to Calcimycin,increases^response to substance,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,RELA protein inhibits the reaction [Calcimycin results in increased expression of DDIT3 mRNA],decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Resveratrol inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of RELA protein],affects^cotreatment|affects^localization|decreases^reaction,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of and results in increased activity of RELA protein,affects^cotreatment|affects^localization|increases^activity,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] affects the localization of RELA protein,affects^cotreatment|affects^localization,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
RELA,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] inhibits the reaction [semaglutide inhibits the reaction [Lipopolysaccharides results in increased phosphorylation of RELA protein]],affects^cotreatment|decreases^reaction|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK8,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,fulvic acid inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of MAPK8 mRNA],affects^cotreatment|decreases^reaction|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK8,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased expression of MAPK8 mRNA,affects^cotreatment|increases^expression,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK1,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [[Tetradecanoylphorbol Acetate co-treated with Calcimycin] results in increased phosphorylation of MAPK1 protein],affects^cotreatment|decreases^reaction|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK1,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Calcimycin results in increased phosphorylation of and results in increased activity of MAPK1 protein,increases^activity|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
MAPK1,CC1CCC2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)O)NC,Calcimycin,Resveratrol analog inhibits the reaction [Calcimycin results in increased phosphorylation of and results in increased activity of MAPK1 protein],decreases^reaction|increases^activity|increases^phosphorylation,523.628,523.628,523.268237,3.4828,-5.473,9,3,393.7,0.27866,126.68,2.6863,high,none,none,none,0.47368,0.44278,0.95459,1,38,9,0,9,7,7,5,14,19,5,1,4,2,2,3,0,0,1,2,2,2,0,1,0,1,2,0,1
